ID,figure,size,color,rotation_angle,center_x,center_y
675,pentagon,14,#FFFF00,41,1,0
676,triangle,5,#FFFF00,49,2,6
677,hexagon,7,#008000,25,-5,-5
678,triangle,14,#FFFF00,64,-2,0
679,triangle,5,#00FF00,29,9,-8
680,circle,8,#0000FF,0,-2,-1
681,hexagon,13,#008000,43,-2,0
682,square,10,#FFA500,8,-4,-5
683,hexagon,13,#00FF00,48,-2,-1
684,triangle,13,#FFFF00,75,-2,2
685,pentagon,5,#00FFFF,6,6,10
686,hexagon,6,#000000,2,7,-2
687,triangle,11,#0000FF,100,1,4
688,circle,14,#008000,0,1,-1
689,circle,15,#FFA500,0,-1,-1
690,circle,15,#FF0000,0,0,-1
691,circle,5,#008000,0,7,-3
692,square,7,#00FF00,64,1,8
693,triangle,15,#00FFFF,34,0,0
694,hexagon,14,#FFA500,50,-1,1
695,triangle,13,#000000,66,2,2
696,triangle,12,#0000FF,90,-3,1
697,circle,11,#008000,0,-2,-4
698,square,10,#800080,60,-4,-5
699,triangle,12,#FF0000,33,1,1
700,square,6,#000000,55,7,-6
701,pentagon,13,#00FFFF,0,0,0
702,square,8,#00FF00,22,-6,-8
703,pentagon,5,#800080,51,-2,2
704,circle,6,#800080,0,2,-6
705,triangle,15,#00FFFF,78,0,0
706,triangle,15,#00FF00,67,0,-1
707,pentagon,7,#FF00FF,71,2,-3
708,triangle,5,#00FFFF,34,1,-5
709,square,6,#800080,0,9,-7
710,square,15,#FFFF00,25,0,0
711,pentagon,11,#FF0000,23,2,-4
712,pentagon,9,#00FFFF,19,-6,6
713,pentagon,11,#00FF00,71,-2,4
714,triangle,10,#FFA500,86,1,-5
715,hexagon,7,#800080,50,5,7
716,pentagon,10,#FFA500,14,-3,0
717,square,9,#000000,39,-1,-4
718,pentagon,9,#00FFFF,17,1,-5
719,circle,15,#FFFF00,0,0,-1
720,triangle,15,#008000,114,-1,0
721,pentagon,11,#008000,66,-5,2
722,pentagon,11,#008000,30,-5,0
723,pentagon,11,#00FF00,25,0,3
724,pentagon,14,#008000,57,-1,1
725,square,14,#FFFF00,54,-2,0
726,pentagon,10,#FFA500,9,4,5
727,triangle,7,#00FFFF,39,4,2
728,circle,9,#00FFFF,0,-1,6
729,circle,10,#00FF00,0,-5,3
730,circle,13,#008000,0,-1,-3
731,pentagon,9,#00FFFF,54,-3,5
732,hexagon,9,#008000,44,-2,-3
733,circle,7,#0000FF,0,8,2
734,hexagon,11,#FF00FF,16,1,-5
735,pentagon,7,#00FF00,51,2,4
736,square,5,#00FFFF,84,-5,6
737,triangle,12,#FFFF00,33,-3,-2
738,square,8,#008000,6,-2,7
739,circle,12,#FF00FF,0,1,0
740,circle,13,#FFFF00,0,1,2
741,square,10,#000000,47,-3,-2
742,pentagon,6,#00FFFF,49,8,6
743,hexagon,14,#00FFFF,15,1,-2
744,square,8,#00FF00,1,-5,5
745,square,9,#00FF00,86,-3,-1
746,square,12,#00FF00,46,-1,0
747,triangle,6,#000000,49,2,-5
748,square,5,#FFFF00,89,2,8
749,hexagon,9,#0000FF,39,4,6
750,pentagon,7,#000000,30,-5,7
751,hexagon,5,#0000FF,45,-9,1
752,square,10,#FF00FF,77,0,5
753,triangle,11,#0000FF,0,-5,-2
754,square,9,#FFA500,68,-5,-7
755,triangle,13,#FF00FF,20,-2,-1
756,hexagon,8,#FFFF00,48,6,7
757,square,9,#FF0000,87,-7,-1
758,pentagon,6,#800080,40,7,-2
759,pentagon,11,#FFA500,53,2,-1
760,square,10,#00FF00,82,-4,3
761,triangle,10,#00FF00,98,0,-4
762,triangle,9,#0000FF,113,-6,-1
763,pentagon,6,#FFFF00,3,4,-7
764,pentagon,15,#FF0000,3,0,0
765,circle,9,#00FF00,0,-2,-2
766,pentagon,14,#00FF00,49,-2,-1
767,triangle,8,#FF0000,54,-2,5
768,triangle,14,#FF00FF,114,0,1
769,square,10,#FFA500,89,-1,4
770,pentagon,12,#FF00FF,59,3,-3
771,triangle,11,#000000,106,-5,-3
772,pentagon,13,#0000FF,69,2,2
773,pentagon,11,#000000,65,1,-1
774,triangle,12,#000000,13,0,-3
775,square,5,#0000FF,6,-8,-11
776,square,8,#FF00FF,8,1,7
777,triangle,10,#FF0000,105,4,-3
778,pentagon,15,#FF0000,58,0,-1
779,pentagon,9,#FFA500,54,0,1
780,square,10,#FF0000,59,0,5
781,square,9,#FFA500,33,-5,-4
782,circle,9,#0000FF,0,4,4
783,hexagon,9,#008000,38,-2,6
784,triangle,14,#000000,64,-2,-2
785,circle,15,#00FF00,0,0,-1
786,triangle,10,#00FF00,107,-3,-5
787,hexagon,5,#000000,20,-2,2
788,triangle,6,#FFA500,9,5,-9
789,circle,12,#00FFFF,0,3,0
790,circle,12,#FF0000,0,-2,3
791,pentagon,13,#800080,48,1,2
792,circle,6,#FFFF00,0,-9,4
793,pentagon,11,#FFA500,44,-4,-3
794,square,8,#00FFFF,41,2,-6
795,hexagon,8,#FF0000,20,-5,-4
796,circle,10,#800080,0,0,0
797,triangle,8,#FF00FF,29,-3,-5
798,circle,13,#008000,0,-3,0
799,circle,12,#FF00FF,0,3,1
800,circle,7,#000000,0,6,-2
801,triangle,5,#FF00FF,78,7,-11
802,triangle,9,#00FFFF,109,2,-3
803,pentagon,11,#800080,51,1,-4
804,triangle,5,#FF0000,57,1,-9
805,hexagon,6,#0000FF,6,3,1
806,hexagon,11,#00FF00,43,-3,1
807,triangle,5,#800080,51,-7,-2
808,triangle,6,#800080,100,9,3
809,triangle,13,#000000,87,1,1
810,triangle,14,#00FF00,92,0,-2
811,triangle,13,#FF00FF,102,-1,1
812,square,8,#FF0000,77,4,-2
813,hexagon,15,#00FF00,19,0,-1
814,triangle,12,#FF00FF,21,1,1
815,pentagon,10,#000000,33,-3,5
816,triangle,9,#800080,75,-3,5
817,square,6,#000000,1,-7,2
818,hexagon,11,#008000,5,1,3
819,circle,5,#00FFFF,0,6,-6
820,square,13,#FFFF00,57,-1,-3
821,pentagon,7,#00FFFF,21,-8,-9
822,circle,9,#00FF00,0,-3,5
823,pentagon,7,#FF0000,29,5,3
824,circle,8,#800080,0,-2,-4
825,triangle,8,#00FFFF,46,-2,-7
826,pentagon,12,#FF0000,23,1,3
827,circle,15,#800080,0,0,-1
828,hexagon,9,#00FFFF,15,5,-5
829,pentagon,8,#00FFFF,25,6,-3
830,triangle,7,#0000FF,113,6,8
831,circle,11,#800080,0,4,-1
832,square,7,#008000,8,4,4
833,pentagon,6,#FF00FF,22,4,6
834,triangle,5,#FFA500,49,7,-11
835,hexagon,13,#00FF00,51,1,-2
836,pentagon,15,#FF00FF,66,0,0
837,hexagon,14,#FFFF00,30,0,-2
838,circle,9,#FFFF00,0,-3,6
839,hexagon,7,#FF00FF,1,-4,6
840,pentagon,14,#FFA500,22,0,-1
841,square,11,#00FF00,25,2,-2
842,pentagon,12,#FFA500,70,-2,3
843,hexagon,11,#FF00FF,18,-2,-5
844,circle,5,#008000,0,-3,4
845,square,15,#FF0000,25,-1,-1
846,circle,14,#00FFFF,0,1,-1
847,pentagon,13,#800080,48,-2,2
848,pentagon,7,#FF00FF,15,-6,1
849,square,9,#00FF00,1,-1,-7
850,pentagon,14,#FFA500,1,0,-1
851,pentagon,11,#00FF00,45,2,3
852,circle,15,#00FFFF,0,0,0
853,circle,11,#FFA500,0,-4,-5
854,square,11,#800080,20,0,-3
855,hexagon,13,#800080,16,-3,-2
856,hexagon,13,#00FF00,2,2,0
857,pentagon,13,#00FFFF,63,1,2
858,pentagon,10,#FFFF00,52,3,1
859,triangle,12,#FFFF00,107,-4,3
860,square,8,#FF00FF,87,-2,-3
861,square,11,#FFFF00,77,-2,-4
862,triangle,6,#00FFFF,116,-1,-1
863,pentagon,12,#008000,56,0,2
864,triangle,12,#0000FF,118,0,2
865,triangle,11,#FFFF00,47,2,4
866,circle,8,#FF00FF,0,7,-2
867,square,11,#008000,7,-3,0
868,hexagon,15,#0000FF,41,-1,-1
869,triangle,9,#000000,92,2,-7
870,hexagon,9,#FFFF00,48,-3,-7
871,triangle,6,#00FF00,4,-10,-7
872,pentagon,14,#FF00FF,23,-2,1
873,pentagon,13,#00FF00,29,-2,2
874,circle,13,#800080,0,-3,-2
875,circle,14,#008000,0,-1,-2
876,triangle,11,#000000,55,-4,-3
877,triangle,6,#00FF00,39,8,-2
878,square,10,#FFFF00,11,-2,0
879,pentagon,11,#0000FF,47,-3,-3
880,triangle,6,#FF0000,39,6,-6
881,circle,5,#00FF00,0,-3,7
882,hexagon,6,#008000,8,7,6
883,circle,13,#FF0000,0,1,2
884,triangle,15,#FFA500,83,-1,0
885,pentagon,13,#FF00FF,21,1,-1
886,triangle,12,#00FFFF,109,0,3
887,square,8,#00FF00,20,2,2
888,square,13,#FFFF00,66,0,-1
889,triangle,12,#FF00FF,73,-3,0
890,square,9,#FFA500,29,-7,0
891,square,12,#00FFFF,86,3,-2
892,hexagon,5,#FF00FF,0,9,7
893,triangle,8,#000000,17,-2,-4
894,triangle,9,#800080,100,0,-5
895,square,12,#FFA500,38,0,-3
896,circle,9,#008000,0,-2,-7
897,square,12,#008000,11,-3,2
898,square,9,#FFFF00,19,-6,0
899,hexagon,15,#FF0000,38,-1,-1
900,hexagon,12,#FFFF00,11,1,1
901,pentagon,13,#FF0000,62,2,-1
902,hexagon,5,#FF00FF,30,-10,-3
903,hexagon,14,#FFFF00,48,-2,-1
904,circle,12,#FF0000,0,0,-2
905,hexagon,6,#FFA500,53,-1,-3
906,square,9,#008000,15,3,6
907,pentagon,13,#FF00FF,24,-2,2
908,square,14,#FFFF00,6,-1,1
909,hexagon,12,#FF0000,18,-4,-4
910,triangle,12,#0000FF,94,-3,-1
911,triangle,12,#00FF00,92,-1,2
912,triangle,12,#FF00FF,45,0,-1
913,hexagon,6,#0000FF,20,-5,-7
914,triangle,15,#FF00FF,8,0,0
915,triangle,12,#FF0000,4,3,2
916,square,12,#000000,35,-2,-2
917,circle,10,#008000,0,0,4
918,triangle,14,#FF00FF,47,-1,-1
919,triangle,6,#008000,92,2,-10
920,pentagon,13,#000000,39,1,1
921,pentagon,6,#FFA500,47,-9,-9
922,square,15,#008000,12,0,-1
923,hexagon,8,#800080,56,-3,-4
924,triangle,9,#00FFFF,93,1,3
925,pentagon,10,#FF00FF,25,0,-4
926,circle,11,#FF00FF,0,3,2
927,pentagon,8,#FFA500,36,1,-5
928,hexagon,8,#00FFFF,18,6,1
929,pentagon,7,#00FFFF,62,-4,-8
930,triangle,7,#008000,0,-7,-3
931,circle,14,#00FFFF,0,-1,-1
932,hexagon,15,#00FFFF,50,0,0
933,pentagon,11,#FFFF00,9,-2,2
934,pentagon,9,#0000FF,43,1,-2
935,square,13,#FFA500,32,0,-2
936,triangle,9,#FF0000,0,3,4
937,hexagon,5,#000000,27,-4,-11
938,triangle,14,#00FF00,87,0,0
939,pentagon,5,#FF00FF,58,7,-2
940,circle,12,#FF0000,0,0,-3
941,triangle,10,#FFFF00,45,-1,4
942,circle,9,#00FFFF,0,4,-7
943,circle,15,#FF00FF,0,0,-1
944,square,9,#00FFFF,22,4,-5
945,pentagon,11,#FF00FF,12,3,-2
946,triangle,9,#0000FF,25,-3,2
947,hexagon,12,#000000,58,-3,-3
948,circle,15,#FFA500,0,0,-1
949,pentagon,9,#0000FF,14,-6,-6
950,triangle,12,#008000,79,-1,-3
951,hexagon,13,#008000,25,-1,0
952,hexagon,10,#008000,26,4,-6
953,square,5,#000000,88,9,-2
954,square,9,#FF00FF,85,0,3
955,circle,5,#008000,0,10,8
956,triangle,10,#008000,103,0,1
957,circle,5,#800080,0,8,6
958,square,7,#FF0000,51,4,-8
959,pentagon,6,#FF00FF,53,-2,7
960,pentagon,15,#800080,57,-1,0
961,triangle,10,#00FFFF,9,-6,-6
962,circle,14,#FFFF00,0,-1,-1
963,square,13,#00FFFF,89,2,1
964,circle,15,#FF0000,0,-1,-1
965,square,11,#FF0000,51,-1,-3
966,square,9,#FF00FF,14,-5,-6
967,square,15,#800080,42,0,-1
968,hexagon,8,#FFA500,56,-1,-1
969,pentagon,6,#800080,43,2,-5
970,hexagon,6,#00FFFF,0,-2,-8
971,pentagon,15,#00FF00,39,-1,-1
972,circle,8,#FF00FF,0,-2,2
973,square,6,#FFFF00,61,6,-8
974,hexagon,12,#008000,22,-1,2
975,pentagon,9,#000000,39,2,-3
976,pentagon,6,#FF0000,48,-9,-7
977,pentagon,10,#FFA500,6,5,-5
978,pentagon,14,#FFA500,60,0,-1
979,hexagon,13,#FFA500,40,-3,-1
980,triangle,12,#FF00FF,105,-4,-4
981,circle,10,#FF0000,0,1,0
982,triangle,5,#0000FF,5,3,8
983,square,11,#800080,20,0,4
984,triangle,13,#FFFF00,119,-1,1
985,triangle,9,#008000,90,2,4
986,square,7,#0000FF,56,-5,-8
987,circle,15,#000000,0,0,0
988,hexagon,14,#FFA500,43,0,0
989,hexagon,11,#800080,11,1,2
990,triangle,15,#00FFFF,15,0,-1
991,pentagon,13,#00FFFF,67,-2,0
992,triangle,5,#FFA500,102,-9,-7
993,square,13,#00FF00,65,0,-1
994,square,14,#FFA500,54,1,1
995,circle,12,#000000,0,3,-2
996,pentagon,5,#008000,55,2,9
997,pentagon,14,#FF00FF,64,-1,-2
998,triangle,14,#800080,94,1,1
999,circle,15,#000000,0,-1,-1
1000,pentagon,13,#008000,44,-3,1
1001,square,10,#00FF00,51,4,-6
1002,circle,13,#800080,0,0,-3
1003,square,7,#FF0000,52,-9,-2
1004,triangle,5,#800080,113,3,-7
1005,pentagon,12,#FF0000,27,-4,0
1006,circle,11,#008000,0,4,4
1007,pentagon,15,#FF0000,26,0,0
1008,pentagon,6,#FF0000,70,1,4
1009,triangle,5,#FFA500,58,-5,2
1010,square,9,#00FFFF,24,-7,-5
1011,square,6,#800080,57,8,2
1012,pentagon,8,#FFA500,18,6,-8
1013,circle,6,#FF00FF,0,-3,-2
1014,pentagon,12,#FFFF00,70,0,2
1015,circle,14,#000000,0,1,-2
1016,square,7,#FF0000,10,-2,1
1017,pentagon,10,#800080,23,2,4
1018,circle,5,#0000FF,0,-11,1
1019,pentagon,15,#008000,30,-1,0
1020,pentagon,6,#FFA500,28,2,2
1021,hexagon,13,#FF00FF,3,-2,0
1022,hexagon,12,#FF00FF,28,-4,-4
1023,square,15,#FF00FF,75,-1,-1
1024,circle,12,#00FFFF,0,-1,-3
1025,circle,5,#FFFF00,0,5,1
1026,circle,9,#FFFF00,0,6,-7
1027,triangle,8,#0000FF,11,5,-1
1028,pentagon,11,#0000FF,63,2,2
1029,circle,11,#800080,0,-5,4
1030,circle,6,#800080,0,-3,-7
1031,circle,11,#008000,0,-3,-2
1032,square,6,#FFA500,54,-10,7
1033,hexagon,5,#FFFF00,7,-4,-11
1034,triangle,13,#0000FF,13,-3,-1
1035,triangle,12,#0000FF,49,0,-2
1036,square,12,#00FFFF,45,2,0
1037,hexagon,8,#FFFF00,21,-2,-3
1038,square,7,#008000,3,0,8
1039,hexagon,15,#00FFFF,50,0,0
1040,triangle,12,#00FFFF,40,2,3
1041,square,14,#000000,10,-1,1
1042,triangle,8,#008000,92,4,2
1043,triangle,14,#0000FF,57,-1,0
1044,square,8,#800080,88,4,-4
1045,pentagon,8,#008000,39,-1,2
1046,circle,14,#000000,0,-2,-1
1047,circle,10,#FF0000,0,-5,3
1048,hexagon,6,#000000,14,-2,-8
1049,triangle,8,#FFA500,116,5,-6
1050,pentagon,5,#0000FF,0,-1,-6
1051,square,8,#800080,70,-2,-8
1052,square,5,#FFA500,61,-8,1
1053,triangle,13,#00FF00,2,0,-2
1054,circle,11,#FF00FF,0,-5,-4
1055,pentagon,6,#00FF00,29,4,7
1056,circle,12,#FF0000,0,-3,-2
1057,triangle,15,#0000FF,41,0,-1
1058,hexagon,15,#FFA500,24,-1,-1
1059,hexagon,12,#00FF00,22,-3,-3
1060,triangle,12,#800080,77,-2,-4
1061,pentagon,6,#FF00FF,32,-5,2
1062,circle,14,#FFFF00,0,0,-1
1063,circle,13,#FFA500,0,-1,0
1064,square,8,#00FFFF,89,-1,3
1065,pentagon,15,#00FF00,29,0,0
1066,pentagon,8,#FFA500,27,-4,-2
1067,circle,6,#00FFFF,0,4,4
1068,circle,9,#FFFF00,0,-6,5
1069,triangle,10,#000000,33,-2,-1
1070,triangle,13,#000000,111,2,-1
1071,pentagon,13,#008000,36,-3,-3
1072,triangle,13,#008000,70,-3,0
1073,square,14,#800080,25,-1,0
1074,hexagon,6,#FF0000,44,-10,-4
1075,square,6,#0000FF,26,6,7
1076,square,15,#0000FF,84,-1,0
1077,pentagon,15,#0000FF,24,0,-1
1078,hexagon,5,#000000,7,8,-9
1079,circle,9,#008000,0,5,6
1080,hexagon,15,#00FFFF,38,-1,-1
1081,square,9,#FFA500,74,-3,-1
1082,circle,12,#008000,0,-1,-3
1083,triangle,12,#008000,71,1,0
1084,square,13,#FFA500,41,-1,1
1085,triangle,10,#00FF00,6,4,-5
1086,triangle,7,#FFA500,69,-6,4
1087,pentagon,9,#00FFFF,27,5,6
1088,triangle,5,#FFFF00,79,-10,8
1089,pentagon,6,#FF00FF,63,2,-4
1090,pentagon,6,#FF00FF,68,8,-10
1091,hexagon,8,#008000,28,-2,-6
1092,hexagon,7,#FF0000,12,5,0
1093,hexagon,15,#00FF00,41,0,-1
1094,pentagon,14,#FFFF00,69,-2,-1
1095,circle,7,#FF00FF,0,0,-7
1096,hexagon,12,#000000,38,3,-4
1097,square,12,#00FFFF,31,3,1
1098,circle,13,#FFFF00,0,0,1
1099,square,15,#008000,6,-1,-1
1100,triangle,14,#FF00FF,59,-1,-2
1101,square,15,#00FFFF,10,-1,0
1102,hexagon,12,#0000FF,2,1,0
1103,triangle,14,#FF00FF,97,-1,-1
1104,pentagon,12,#00FF00,50,-2,-2
1105,circle,13,#00FF00,0,0,-3
1106,pentagon,13,#FF0000,71,-3,-3
1107,pentagon,15,#FFFF00,20,0,0
1108,circle,9,#008000,0,-6,-2
1109,circle,10,#008000,0,5,0
1110,pentagon,13,#FFFF00,42,-1,-3
1111,circle,9,#FFA500,0,0,3
1112,hexagon,6,#FFA500,49,6,-4
1113,square,14,#000000,58,0,1
1114,hexagon,10,#0000FF,47,-3,-6
1115,circle,12,#00FFFF,0,0,3
1116,square,13,#00FF00,45,2,2
1117,hexagon,13,#FF00FF,35,1,2
1118,triangle,14,#FFA500,6,1,-1
1119,pentagon,13,#800080,12,2,2
1120,pentagon,15,#FF00FF,51,0,-1
1121,square,8,#00FFFF,7,-5,-2
1122,pentagon,7,#00FFFF,56,-5,-9
1123,hexagon,13,#FF0000,6,2,-3
1124,hexagon,5,#FFA500,53,4,-5
1125,circle,12,#FF0000,0,-4,-4
1126,triangle,14,#000000,96,-2,1
1127,circle,12,#00FFFF,0,-4,2
1128,hexagon,12,#00FF00,56,3,-4
1129,hexagon,8,#FF00FF,32,0,-5
1130,hexagon,7,#FF0000,42,-8,-6
1131,triangle,12,#0000FF,89,-3,-2
1132,pentagon,13,#800080,43,1,0
1133,square,7,#FFA500,41,-8,4
1134,circle,10,#000000,0,2,-3
1135,circle,5,#FFFF00,0,-1,1
1136,triangle,5,#00FFFF,106,3,10
1137,pentagon,15,#FF0000,60,0,-1
1138,triangle,8,#800080,118,-8,-6
1139,circle,11,#00FF00,0,1,1
1140,triangle,11,#FFFF00,80,0,4
1141,hexagon,5,#000000,2,-5,3
1142,pentagon,10,#800080,66,-5,-1
1143,pentagon,15,#008000,1,0,0
1144,square,5,#00FFFF,76,4,-8
1145,circle,6,#00FFFF,0,4,-4
1146,circle,14,#008000,0,-1,-2
1147,square,6,#FFA500,55,7,-4
1148,pentagon,10,#0000FF,2,4,1
1149,pentagon,10,#0000FF,24,-6,5
1150,circle,10,#FF00FF,0,4,3
1151,triangle,15,#008000,108,-1,0
1152,circle,9,#FFFF00,0,3,6
1153,square,15,#00FFFF,79,0,-1
1154,triangle,10,#FFA500,34,-3,5
1155,circle,12,#FF0000,0,-2,-3
1156,circle,9,#800080,0,5,-6
1157,hexagon,8,#008000,46,-2,-7
1158,pentagon,13,#FFFF00,27,-1,-1
1159,hexagon,11,#00FF00,23,-3,0
1160,circle,11,#FF00FF,0,-3,3
1161,triangle,5,#00FF00,75,6,4
1162,square,14,#FF0000,10,0,0
1163,pentagon,13,#FFA500,28,2,-1
1164,circle,11,#FF0000,0,-1,1
1165,pentagon,6,#FFA500,49,-4,-6
1166,triangle,14,#00FFFF,21,0,1
1167,pentagon,6,#FF00FF,29,-8,-1
1168,square,14,#000000,48,1,1
1169,square,13,#800080,61,-3,-2
1170,triangle,13,#00FF00,4,1,-2
1171,hexagon,11,#FFFF00,52,3,3
1172,triangle,8,#FFA500,54,0,7
1173,triangle,6,#008000,23,9,-7
1174,triangle,11,#000000,91,0,-4
1175,circle,13,#FF00FF,0,1,-3
1176,triangle,12,#00FF00,74,-4,3
1177,pentagon,5,#FF0000,46,-2,4
1178,circle,14,#FFFF00,0,0,-1
1179,pentagon,15,#FF00FF,8,0,-1
1180,pentagon,14,#FF0000,16,-2,-1
1181,circle,11,#FF00FF,0,-4,-4
1182,circle,12,#FF00FF,0,-3,-4
1183,hexagon,7,#FF00FF,8,-4,1
1184,hexagon,8,#FF0000,2,1,-6
1185,triangle,9,#800080,39,4,1
1186,square,5,#FF0000,70,-4,-10
1187,square,9,#FFFF00,81,1,1
1188,pentagon,14,#0000FF,22,1,0
1189,square,11,#000000,54,4,1
1190,square,8,#00FF00,77,-6,0
1191,square,8,#FF0000,44,7,5
1192,square,11,#008000,75,3,4
1193,pentagon,5,#008000,17,-2,-11
1194,pentagon,15,#800080,21,0,-1
1195,triangle,8,#FFA500,1,-8,2
1196,square,6,#FF0000,65,8,-4
1197,pentagon,6,#0000FF,68,7,-6
1198,triangle,13,#FF00FF,18,1,-1
1199,square,12,#008000,62,3,-2
1200,square,11,#800080,88,-2,2
1201,circle,14,#800080,0,0,-2
1202,square,11,#00FFFF,76,4,-4
1203,square,14,#0000FF,54,-1,-1
1204,square,9,#FFFF00,38,4,-1
1205,triangle,10,#00FF00,105,2,-6
1206,hexagon,9,#00FFFF,9,-1,-3
1207,square,5,#FFFF00,23,2,-10
1208,hexagon,13,#FF0000,27,0,2
1209,square,14,#0000FF,48,0,1
1210,pentagon,11,#00FFFF,34,-1,-1
1211,triangle,5,#800080,87,6,7
1212,pentagon,6,#FFFF00,49,-9,-8
1213,pentagon,6,#FFFF00,58,-2,6
1214,square,13,#FFFF00,29,-1,0
1215,triangle,12,#008000,80,2,1
1216,circle,8,#00FF00,0,-1,5
1217,triangle,12,#FF0000,38,2,-1
1218,square,8,#FFA500,17,-6,6
1219,triangle,6,#008000,42,-10,7
1220,square,6,#000000,65,2,4
1221,circle,8,#FFFF00,0,5,1
1222,square,5,#FFFF00,79,7,-2
1223,pentagon,12,#00FFFF,7,3,-3
1224,circle,11,#800080,0,-3,2
1225,hexagon,10,#FF00FF,50,-3,-6
1226,triangle,7,#00FFFF,83,4,4
1227,square,13,#FF00FF,43,1,0
1228,triangle,10,#FFFF00,86,4,-2
1229,circle,8,#800080,0,6,-5
1230,square,10,#0000FF,68,-2,2
1231,pentagon,15,#800080,6,0,-1
1232,square,6,#008000,24,-4,-2
1233,triangle,13,#FFFF00,58,1,-3
1234,circle,8,#800080,0,1,4
1235,hexagon,8,#FF0000,56,6,2
1236,pentagon,5,#00FFFF,0,8,4
1237,triangle,10,#0000FF,89,-4,2
1238,circle,8,#FFA500,0,-4,4
1239,pentagon,9,#FFFF00,60,-4,2
1240,triangle,13,#800080,28,0,-3
1241,circle,15,#00FFFF,0,0,0
1242,hexagon,14,#FFA500,17,-2,1
1243,pentagon,6,#FFA500,5,-6,-1
1244,hexagon,11,#FFA500,47,2,2
1245,pentagon,14,#000000,48,0,-1
1246,pentagon,10,#00FF00,48,-3,-3
1247,hexagon,13,#008000,28,1,-3
1248,hexagon,8,#00FF00,0,4,6
1249,circle,9,#00FF00,0,-1,-1
1250,pentagon,13,#FFA500,15,0,2
1251,square,7,#0000FF,45,5,-5
1252,hexagon,5,#00FF00,13,-4,10
1253,pentagon,12,#008000,9,2,-4
1254,pentagon,12,#800080,63,-4,-4
1255,square,7,#000000,46,-7,-1
1256,hexagon,6,#FF0000,24,8,0
1257,circle,9,#800080,0,3,5
1258,square,5,#000000,74,10,-4
1259,circle,13,#FFA500,0,-3,0
1260,square,11,#0000FF,9,-1,3
1261,circle,6,#FF00FF,0,-3,1
1262,circle,9,#008000,0,0,-1
1263,square,15,#00FF00,9,0,0
1264,square,10,#0000FF,58,3,3
1265,triangle,5,#FF0000,67,-6,-5
1266,hexagon,8,#00FFFF,17,-6,-3
1267,triangle,8,#00FFFF,1,1,-3
1268,pentagon,14,#0000FF,65,-2,1
1269,hexagon,9,#0000FF,24,-1,6
1270,square,7,#800080,9,7,5
1271,triangle,8,#FF00FF,17,6,-5
1272,hexagon,13,#00FF00,41,-3,2
1273,triangle,10,#000000,60,1,-1
1274,square,10,#FF0000,46,-3,-4
1275,triangle,5,#000000,95,-10,6
1276,pentagon,11,#00FF00,54,1,1
1277,hexagon,11,#00FF00,32,0,4
1278,circle,7,#FF00FF,0,5,-6
1279,hexagon,7,#000000,54,-9,7
1280,circle,9,#FFA500,0,6,6
1281,triangle,13,#000000,94,-1,0
1282,pentagon,7,#0000FF,23,6,0
1283,hexagon,12,#FF00FF,9,-2,2
1284,hexagon,5,#00FF00,5,-3,3
1285,pentagon,5,#800080,7,-10,6
1286,circle,9,#FFFF00,0,-4,-2
1287,square,15,#00FFFF,18,-1,-1
1288,hexagon,11,#00FF00,15,-2,2
1289,hexagon,10,#FF00FF,37,3,-3
1290,square,5,#FF0000,38,-11,9
1291,circle,8,#FF00FF,0,7,2
1292,pentagon,12,#FFA500,43,1,-4
1293,hexagon,14,#008000,48,-2,1
1294,hexagon,5,#FF00FF,14,-1,-4
1295,circle,7,#000000,0,-9,4
1296,circle,8,#FFA500,0,2,2
1297,hexagon,12,#008000,33,-1,-4
1298,circle,9,#FFFF00,0,-3,4
1299,hexagon,8,#008000,52,-6,0
1300,circle,13,#00FFFF,0,-1,0
1301,circle,6,#FF0000,0,4,2
1302,circle,12,#FFA500,0,-2,0
1303,circle,15,#000000,0,-1,-1
1304,circle,13,#800080,0,-3,-3
1305,square,8,#800080,4,5,-2
1306,triangle,10,#FF0000,4,-1,1
1307,hexagon,13,#00FF00,6,0,-3
1308,hexagon,10,#FF00FF,33,-5,5
1309,square,10,#0000FF,76,-4,-2
1310,circle,6,#00FF00,0,0,-1
1311,square,12,#00FFFF,9,3,-3
1312,circle,13,#FFA500,0,-1,-3
1313,pentagon,10,#00FFFF,62,-5,-6
1314,circle,11,#FFFF00,0,3,-4
1315,pentagon,6,#FFA500,36,1,-5
1316,square,10,#0000FF,44,-1,5
1317,pentagon,5,#00FF00,51,-4,-1
1318,circle,15,#FFFF00,0,-1,0
1319,hexagon,9,#00FFFF,0,-5,0
1320,square,5,#00FF00,81,-4,-9
1321,hexagon,13,#800080,43,2,-3
1322,hexagon,9,#FF00FF,14,1,-1
1323,hexagon,13,#FFA500,49,-1,-1
1324,pentagon,9,#00FFFF,41,-5,-7
1325,hexagon,14,#FF00FF,26,0,-2
1326,triangle,13,#0000FF,68,-3,-3
1327,triangle,5,#FFA500,39,10,-3
1328,pentagon,7,#00FF00,70,4,0
1329,pentagon,10,#800080,51,4,2
1330,hexagon,8,#FFFF00,3,3,0
1331,hexagon,6,#FFFF00,41,-6,0
1332,circle,7,#000000,0,0,8
1333,triangle,5,#800080,12,7,-11
1334,square,11,#00FF00,12,-3,2
1335,pentagon,11,#FF00FF,0,-4,-3
1336,pentagon,10,#FF00FF,42,-6,-2
1337,square,13,#0000FF,67,-1,1
